transaction_id,employee_id,transaction_type,transaction_date,amount,house_id,client_id
2593,39,Sale,2023-06-16,5905785.92,419,1286
2594,40,Sale,2022-08-15,2292674.28,863,1368
2595,19,Lease,2024-04-29,9293.31,340,2864
2596,25,Sale,2023-10-06,5263799.07,772,2727
2597,7,Lease,2024-02-18,6315.02,774,2254
2598,37,Sale,2022-10-01,3878971.09,503,1093
2599,1,Sale,2024-01-21,11032118.03,166,2265
2600,34,Sale,2024-02-06,11179385.77,729,1154
2601,49,Lease,2024-06-04,2550.6,641,122
2602,48,Sale,2023-09-17,17396436.59,120,1692
2603,45,Lease,2024-07-10,5551.29,640,2807
2604,37,Lease,2024-04-17,8925.18,708,312
2605,27,Lease,2023-08-18,2546.97,489,2037
2606,7,Sale,2024-02-19,4803292.16,197,2990
2607,29,Sale,2023-06-28,5342726.02,493,1533
2608,8,Lease,2023-03-12,6619.27,449,1652
2609,19,Sale,2022-09-10,5599620.38,315,2166
2610,30,Sale,2023-12-03,19519719.4,539,692
2611,20,Sale,2024-03-17,1214848.89,791,1851
2612,37,Lease,2023-02-04,5918.15,386,2654
2613,39,Sale,2023-06-02,12327903.18,21,321
2614,36,Sale,2024-02-04,3473487.78,75,14
2615,33,Lease,2023-02-19,6973.77,63,1187
2616,5,Lease,2023-01-10,5956.85,243,1416
2617,14,Lease,2024-06-01,6113.61,291,2878
2618,29,Sale,2023-01-13,5015415.62,112,2498
2619,45,Sale,2022-08-25,17793861.74,794,979
2620,46,Lease,2024-07-23,3550.74,9,1168
2621,47,Lease,2022-10-25,3652.1,889,2769
2622,49,Lease,2023-09-15,6662.07,482,489
2623,30,Sale,2023-04-18,8754967.5,388,1701
2624,34,Lease,2023-08-15,1122.22,297,1618
2625,34,Sale,2023-07-03,17226179.82,876,1499
2626,34,Sale,2022-08-27,17639321.21,627,275
2627,43,Sale,2022-10-27,9690961.11,478,69
2628,45,Lease,2023-06-30,6978.74,753,1493
2629,28,Sale,2024-06-22,4073737.42,847,2069
2630,10,Sale,2022-12-29,5022282.97,900,829
2631,43,Lease,2023-06-08,1508.41,886,605
2632,27,Lease,2022-10-07,5573.8,277,104
2633,6,Lease,2024-03-10,8365.08,118,2959
2634,42,Sale,2024-07-21,18060229.93,5,2528
2635,1,Lease,2024-03-11,7713.87,348,959
2636,47,Lease,2023-04-26,6319.3,337,2728
2637,43,Sale,2023-01-25,6029112.49,671,1664
2638,13,Lease,2023-03-15,3919.28,629,339
2639,4,Lease,2024-01-03,6975.01,745,717
2640,24,Lease,2023-12-16,3879.02,55,2746
2641,36,Sale,2024-01-24,18344377.92,680,2963
2642,40,Sale,2023-12-31,19947794.21,137,1133
2643,12,Lease,2022-09-04,7529.48,524,344
2644,21,Lease,2024-04-04,3495.81,286,2468
2645,17,Sale,2023-02-09,3043103.04,355,967
2646,20,Lease,2023-03-06,9414.89,845,2706
2647,15,Sale,2022-08-14,12078861.12,451,644
2648,25,Lease,2022-12-01,1928.16,716,975
2649,20,Lease,2024-01-26,9984.12,770,1125
2650,33,Sale,2024-04-30,2691223.7,939,2991
2651,36,Sale,2023-06-22,16445945.51,554,726
2652,27,Lease,2023-11-06,5727.82,886,2795
2653,23,Sale,2022-10-20,5990283.31,797,908
2654,9,Lease,2023-03-26,2358.91,175,1564
2655,37,Lease,2023-09-14,6915.23,945,2543
2656,21,Lease,2022-11-11,8280.62,398,936
2657,18,Lease,2023-08-10,7851.37,935,417
2658,16,Sale,2023-11-08,4485779.87,125,1685
2659,47,Sale,2022-10-11,13054715.34,570,291
2660,36,Sale,2024-01-11,1733026.39,837,900
2661,21,Lease,2024-03-24,7471.89,435,786
2662,40,Sale,2023-03-30,2502689.28,373,1478
2663,21,Sale,2023-04-28,16820096.91,599,277
2664,11,Sale,2024-02-26,11404498.15,315,2643
2665,21,Lease,2022-10-26,5397.09,658,1002
2666,45,Sale,2023-03-28,11540861.55,116,2655
2667,11,Lease,2023-09-11,4082.99,974,839
2668,37,Sale,2024-02-05,6543604.94,93,2046
2669,9,Lease,2023-03-05,2329.86,894,1748
2670,4,Lease,2023-03-26,1278.59,681,2540
2671,3,Lease,2022-11-02,5174.96,127,1819
2672,2,Sale,2024-01-12,11974336.85,778,1051
2673,38,Lease,2022-11-01,2916.34,873,2859
2674,32,Lease,2022-12-20,7242.39,15,378
2675,38,Lease,2024-01-28,7346.88,978,347
2676,39,Sale,2022-09-06,7166329.03,146,45
2677,33,Sale,2024-02-24,14832091.02,369,338
2678,35,Sale,2023-03-16,4722602.07,231,2268
2679,9,Lease,2024-07-23,7968.12,820,942
2680,10,Sale,2024-01-05,14064026.09,138,696
2681,16,Lease,2024-02-22,2585.59,376,2698
2682,49,Lease,2022-08-09,5535.82,542,1481
2683,43,Lease,2022-12-20,8893.72,652,1848
2684,43,Sale,2023-06-13,16606576.44,933,2830
2685,24,Sale,2024-02-10,15504378.75,40,995
2686,30,Sale,2023-03-03,16332183.1,164,650
2687,40,Sale,2024-07-21,14266331.74,57,2761
2688,17,Sale,2022-12-20,15104872.95,474,186
2689,29,Lease,2022-08-25,5451.8,125,166
2690,36,Sale,2023-11-01,16208892.84,435,643
2691,45,Lease,2023-09-11,6923.83,446,2630
2692,8,Lease,2023-04-04,5971.84,603,2661
2693,35,Lease,2023-04-29,8927.74,170,1797
2694,48,Sale,2023-04-24,12617021.05,1000,2583
2695,38,Lease,2022-10-16,1046.5,560,668
2696,28,Sale,2022-08-06,15274251.21,953,2882
2697,44,Sale,2024-05-10,16448812.82,567,2211
2698,19,Sale,2024-03-29,1102209.73,24,1083
2699,19,Lease,2023-05-17,949.76,104,2036
2700,7,Sale,2023-12-06,3031600.95,768,211
2701,21,Lease,2024-06-22,7036.84,400,109
2702,17,Sale,2024-03-15,11774345.54,284,90
2703,27,Lease,2023-01-22,4798.49,870,57
2704,22,Lease,2022-11-30,7307.76,689,1651
2705,17,Sale,2023-10-27,18475913.73,696,1755
2706,27,Lease,2023-01-12,5998.02,707,68
2707,34,Sale,2023-07-13,15637792.1,851,1110
2708,13,Sale,2024-04-02,17678206.52,9,516
2709,24,Sale,2023-10-08,5505360.12,768,2866
2710,31,Lease,2024-07-24,7939.1,857,36
2711,46,Sale,2024-01-22,16342775.19,407,174
2712,15,Lease,2024-03-02,3185.23,407,229
2713,8,Sale,2024-06-27,4083208.12,895,802
2714,28,Sale,2023-01-01,6856266.5,942,1572
2715,9,Sale,2022-11-12,7207317.75,757,945
2716,21,Lease,2023-05-21,7105.85,922,729
2717,24,Lease,2022-10-07,6091.97,239,236
2718,21,Sale,2022-10-23,2603316.01,487,385
2719,45,Lease,2023-02-27,6227.19,504,2538
2720,46,Lease,2023-02-01,4312.34,881,2328
2721,27,Sale,2024-06-20,1534946.66,164,286
2722,26,Lease,2024-06-07,5821.05,540,1466
2723,17,Lease,2023-12-18,6530.77,517,2070
2724,21,Sale,2022-09-04,8421125.05,381,2323
2725,20,Sale,2022-09-28,19006644.78,639,605
2726,15,Lease,2024-05-01,8110.47,936,690
2727,28,Lease,2023-09-08,6305.31,657,534
2728,21,Lease,2023-01-03,6269.42,548,1853
2729,34,Sale,2023-04-03,9959402.98,492,2790
2730,29,Lease,2023-04-05,5062.59,804,340
2731,37,Sale,2023-06-09,10620434.23,52,1222
2732,20,Lease,2023-02-08,8379.09,796,2341
2733,37,Lease,2023-11-27,8466.96,482,761
2734,7,Sale,2023-06-03,17211550.8,562,1733
2735,49,Sale,2024-06-29,2357744.24,177,1814
2736,9,Lease,2022-11-12,7295.84,685,818
2737,13,Lease,2024-03-16,3294.87,126,2659
2738,12,Sale,2023-12-07,12864844.86,394,669
2739,50,Lease,2023-11-11,7943.51,476,2848
2740,26,Lease,2022-11-16,8182.39,67,920
2741,12,Sale,2023-07-04,1848935.61,726,1303
2742,1,Lease,2024-01-10,5172.28,249,691
2743,25,Sale,2023-02-16,15563356.33,446,923
2744,41,Sale,2024-05-12,11859274.16,577,510
2745,9,Lease,2022-10-06,2926.52,644,641
2746,1,Lease,2024-01-23,9536.32,626,1865
2747,1,Sale,2023-02-18,4974619.23,710,121
2748,2,Sale,2022-09-22,6355717.47,515,1245
2749,15,Sale,2023-10-03,16234122.5,29,2848
2750,43,Lease,2023-08-15,7166.2,962,560
2751,43,Sale,2022-08-24,8369089.67,896,895
2752,49,Sale,2023-03-02,3864596.83,84,1143
2753,8,Lease,2024-07-05,2947.35,303,1785
2754,46,Lease,2023-06-11,5966.64,633,168
2755,4,Lease,2024-07-22,8099.92,627,2751
2756,43,Lease,2024-06-07,2834.9,447,564
2757,18,Sale,2023-04-08,10768776.17,423,2628
2758,17,Lease,2024-05-22,6252.75,494,2262
2759,22,Lease,2022-12-05,1136.95,626,2580
2760,42,Sale,2022-09-11,7067056.38,461,2112
2761,8,Sale,2023-09-28,6882800.34,230,2496
2762,8,Lease,2024-05-31,7974.96,81,1586
2763,28,Sale,2023-08-23,15646255.27,478,1040
2764,1,Sale,2024-03-14,5810908.64,729,2340
2765,34,Sale,2023-03-10,17807393.59,748,1607
2766,39,Sale,2022-11-28,1224863.02,833,1695
2767,17,Lease,2023-06-03,8691.9,75,2212
2768,15,Lease,2024-02-11,6017.31,725,668
2769,16,Lease,2022-11-20,3825.34,947,2795
2770,45,Sale,2024-02-24,16986806.69,676,1784
2771,30,Lease,2023-12-23,8533.58,728,2802
2772,38,Lease,2022-09-28,4928.02,271,1025
2773,26,Sale,2024-05-14,18210071.84,356,1245
2774,42,Sale,2022-09-09,5771110.02,406,2668
2775,20,Sale,2023-12-24,2989144.63,14,2728
2776,25,Lease,2023-09-02,2591.13,903,2055
2777,12,Sale,2024-06-21,13826614.45,955,2493
2778,43,Sale,2023-12-04,10393814.57,518,266
2779,2,Lease,2022-12-29,4567.01,499,1273
2780,8,Lease,2023-11-12,9306.91,478,1680
2781,23,Lease,2023-06-23,9618.54,244,2598
2782,28,Sale,2022-12-15,11793371.09,53,2966
2783,32,Sale,2024-04-16,15408771.56,37,967
2784,21,Lease,2022-10-31,8257.23,335,1799
2785,8,Lease,2024-05-04,7148.52,278,494
2786,22,Sale,2022-10-31,11258382.42,854,1920
2787,49,Lease,2022-11-13,7732.04,819,1649
2788,28,Lease,2023-03-03,6479.93,749,2063
2789,22,Sale,2023-07-19,7753868.04,991,2423
2790,7,Lease,2022-09-16,8307.16,533,2713
2791,38,Lease,2024-04-18,2962.8,927,303
2792,20,Lease,2023-05-22,8817.57,467,477
2793,16,Sale,2023-11-20,8238097.34,507,16
2794,31,Lease,2022-11-04,9558.71,169,2100
2795,33,Lease,2023-11-26,3528.77,139,2521
2796,24,Lease,2024-02-23,1553.12,687,1766
2797,10,Sale,2024-05-17,7768105.69,623,1882
2798,50,Sale,2023-08-09,19468836.77,445,1439
2799,20,Sale,2023-02-02,14404957.54,63,888
2800,40,Lease,2024-02-02,4981.04,200,1469
2801,5,Lease,2023-12-13,8097.58,414,560
2802,32,Sale,2023-12-18,16692503.99,684,2007
2803,14,Sale,2023-09-06,19842994.75,963,498
2804,8,Lease,2023-11-08,6158.09,266,865
2805,35,Lease,2022-11-30,5134.34,156,2988
2806,14,Sale,2024-02-05,4494713.84,960,796
2807,1,Sale,2024-06-15,7123442.31,749,293
2808,40,Sale,2023-02-01,8048731.49,344,473
2809,36,Lease,2024-03-04,3665.83,727,2671
2810,24,Lease,2023-10-24,4077.62,309,101
2811,40,Lease,2023-03-15,5420.36,230,204
2812,13,Lease,2022-10-11,9055.02,499,1913
2813,9,Lease,2022-08-18,865.5,543,758
2814,5,Sale,2022-11-29,5327084.1,775,744
2815,49,Lease,2023-07-26,5344.21,1,246
2816,14,Sale,2023-01-06,14404088.61,661,1819
2817,1,Lease,2024-03-05,8193.06,904,991
2818,14,Sale,2024-03-02,4868471.86,243,1326
2819,1,Lease,2023-06-29,9737.22,439,2885
2820,9,Sale,2022-12-25,2554318.25,501,506
2821,11,Sale,2023-05-12,7452614.22,381,2962
2822,21,Sale,2023-02-23,17420777.67,842,2195
2823,24,Sale,2022-10-23,2965973.82,578,684
2824,34,Lease,2023-09-25,8595.18,308,725
2825,34,Lease,2023-04-23,2175.36,626,514
2826,30,Sale,2024-01-08,14697542.04,324,451
2827,9,Sale,2023-10-07,14241192.11,508,1640
2828,22,Sale,2023-01-29,7126393.45,333,1898
2829,8,Lease,2024-03-25,8228.98,494,364
2830,9,Lease,2023-08-07,5668.47,320,2725
2831,18,Sale,2024-02-19,1787548.05,683,2543
2832,7,Sale,2023-10-01,1262121.18,948,835
2833,13,Lease,2024-01-02,8933.14,943,2271
2834,3,Lease,2024-01-08,7429.05,547,1635
2835,8,Lease,2023-10-06,3457.27,839,834
2836,34,Sale,2024-03-18,8311572.71,455,189
2837,7,Sale,2024-02-07,11605636.17,404,937
2838,19,Sale,2023-08-19,19511946.12,518,2569
2839,15,Sale,2023-01-24,15810954.79,312,269
2840,11,Lease,2023-12-11,5844.98,58,128
2841,22,Lease,2023-03-31,9176.21,520,1682
2842,6,Sale,2023-05-28,5035113.1,898,1612
2843,15,Sale,2024-03-23,14246075.02,921,2156
2844,23,Sale,2024-07-08,16775703.92,559,36
2845,21,Lease,2024-04-06,4748.76,895,1557
2846,44,Sale,2023-07-28,7369488.61,997,2602
2847,6,Sale,2023-07-07,19412237.9,811,286
2848,10,Lease,2023-10-18,4247.78,816,2877
2849,29,Sale,2022-09-05,16320815.23,341,81
2850,7,Sale,2024-05-21,9494164.57,500,951
2851,26,Lease,2023-05-18,5170.47,664,868
2852,37,Sale,2024-06-06,17579394.77,597,374
2853,20,Sale,2023-09-10,2410274.78,366,305
2854,10,Sale,2023-12-14,19346561.84,64,1193
2855,36,Lease,2024-02-24,1509.19,617,1008
2856,41,Sale,2022-10-24,16540713.17,522,467
2857,44,Lease,2024-07-31,2544.14,375,448
2858,29,Sale,2023-09-10,9786055.51,866,2419
2859,45,Lease,2022-08-05,3088.23,409,1445
2860,31,Sale,2023-11-08,19482112.78,909,1037
2861,10,Sale,2024-02-17,15800959.31,824,1459
2862,45,Lease,2023-09-15,1832.57,354,2625
2863,34,Lease,2023-01-14,1583.25,997,2898
2864,33,Lease,2024-04-01,6751.5,156,92
2865,7,Sale,2024-03-24,15886122.86,535,1919
2866,3,Lease,2024-06-10,2849.44,361,366
2867,7,Sale,2023-03-16,6939885.66,919,2342
2868,34,Lease,2024-02-27,2144.61,615,573
2869,18,Sale,2024-03-01,10782865.76,901,787
2870,2,Lease,2023-06-09,2096.27,275,387
2871,8,Sale,2024-06-25,19086125.23,844,1171
2872,27,Sale,2024-06-19,2209730.78,770,2932
2873,50,Lease,2023-08-03,9196.55,404,2529
2874,4,Lease,2023-02-16,7999.99,998,1943
2875,14,Sale,2024-03-04,8786567.35,591,2493
2876,2,Lease,2023-12-05,7759.55,115,883
2877,33,Sale,2023-06-03,18814182.71,712,2301
2878,30,Sale,2023-07-09,5001913.26,469,252
2879,8,Sale,2023-09-27,9646290.74,729,2607
2880,12,Sale,2023-04-16,1166213.84,786,2276
2881,24,Sale,2023-12-20,17518767.07,531,685
2882,6,Lease,2022-09-02,2041.5,127,1637
2883,13,Sale,2023-09-23,10965314.82,262,1584
2884,34,Sale,2024-01-25,1557916.22,780,1376
2885,9,Sale,2023-04-15,15895367.77,3,4
2886,2,Lease,2022-09-19,5334.41,771,460
2887,41,Sale,2023-09-08,15894579.84,122,525
2888,18,Sale,2022-10-18,8521792.34,887,366
2889,11,Sale,2023-04-02,10890598.82,325,2126
2890,37,Lease,2022-11-25,9460.23,188,805
2891,40,Sale,2023-02-07,4388589.59,340,1935
2892,42,Sale,2023-08-01,11031168.93,979,2017
2893,46,Sale,2023-08-05,5561884.32,938,2691
2894,26,Sale,2022-11-16,6332653.18,670,1881
2895,28,Sale,2023-01-23,7494804.45,301,154
2896,31,Lease,2023-03-12,3220.93,153,985
2897,24,Lease,2024-03-14,1909.12,519,1571
2898,30,Sale,2023-03-24,11464225.77,392,1137
2899,33,Sale,2022-11-12,5373658.42,689,443
2900,7,Sale,2023-07-22,9625279.68,9,1441
2901,50,Lease,2022-09-06,5273.52,242,1729
2902,37,Sale,2022-12-04,2282432.63,984,1147
2903,14,Sale,2023-05-05,6209515.83,276,130
2904,49,Sale,2024-01-10,3285710.18,624,1984
2905,33,Sale,2024-04-30,15757560.87,182,1693
2906,34,Lease,2024-01-09,7247.26,846,800
2907,39,Sale,2023-10-06,10482396.84,461,112
2908,40,Lease,2024-05-21,9240.66,749,1030
2909,7,Lease,2023-10-27,9664.61,380,2073
2910,34,Sale,2023-06-16,1821121.15,406,265
2911,12,Sale,2023-08-28,8352756.24,847,1681
2912,31,Sale,2024-05-21,8702421.08,560,684
2913,48,Sale,2022-09-23,8461008.61,163,2824
2914,38,Sale,2023-09-05,2316012.09,821,2915
2915,23,Sale,2023-09-21,5961075.89,170,131
2916,39,Lease,2023-03-31,9482.12,357,2479
2917,47,Sale,2023-11-25,17060386.68,230,500
2918,41,Lease,2023-04-14,4384.61,135,2920
2919,36,Sale,2022-12-16,7665531.17,410,1886
2920,5,Lease,2023-12-24,7565.26,789,674
2921,11,Lease,2022-11-14,6620.28,682,985
2922,17,Lease,2023-01-13,8217.55,785,114
2923,49,Lease,2023-07-21,1750.74,428,87
2924,22,Sale,2024-04-05,5540113.45,526,1174
2925,12,Lease,2023-01-16,3118.8,450,1456
2926,21,Sale,2023-05-13,4156451.29,599,1755
2927,48,Sale,2024-03-23,17763794.26,635,2762
2928,18,Lease,2023-02-16,2820.48,31,1476
2929,18,Sale,2023-08-12,6951676.85,550,2035
2930,19,Lease,2023-03-25,5294.61,200,283
2931,22,Lease,2023-04-22,2247.45,869,365
2932,7,Lease,2024-02-12,5573.35,617,2182
2933,3,Sale,2023-12-03,6655447.62,70,2097
2934,6,Sale,2022-12-16,1034617.42,709,2459
2935,42,Sale,2022-10-11,7542648.96,455,2084
2936,21,Lease,2022-10-10,8246.16,597,1026
2937,41,Sale,2024-04-12,16027160.93,948,2832
2938,25,Sale,2024-03-01,17947796.72,933,1107
2939,22,Sale,2022-12-29,19278444.46,815,1262
2940,28,Lease,2023-11-23,5776.03,336,18
2941,22,Lease,2022-11-16,7729.95,501,2903
2942,6,Sale,2023-09-16,13332127.5,230,2802
2943,46,Sale,2023-03-04,6580147.04,886,1281
2944,38,Lease,2023-05-14,3302.71,467,2178
2945,41,Lease,2023-05-14,3517.21,552,402
2946,6,Lease,2022-12-16,5214.15,243,321
2947,29,Sale,2024-07-10,14207141.3,920,482
2948,48,Lease,2023-12-21,2135.03,773,2323
2949,48,Lease,2023-12-07,2154.5,971,2075
2950,33,Sale,2023-03-25,8373490.2,312,285
2951,15,Lease,2024-02-03,1757.73,221,1092
2952,2,Lease,2023-08-02,4163.76,914,2527
2953,28,Lease,2024-07-07,5878.24,156,2269
2954,21,Lease,2022-12-02,2727.36,765,1858
2955,29,Sale,2024-07-16,18725811.43,104,2978
2956,23,Sale,2023-02-03,12657402.84,435,1131
2957,14,Sale,2024-04-20,17419310.52,831,2442
2958,33,Sale,2023-01-21,10862700.74,72,2546
2959,22,Lease,2023-12-06,9855.76,680,217
2960,7,Sale,2023-03-23,3641822.28,112,506
2961,10,Sale,2023-05-04,2179857.22,516,1587
2962,22,Sale,2022-10-28,16571108.58,606,1094
2963,18,Lease,2023-09-14,9115.31,4,1801
2964,29,Sale,2023-06-11,2342353.74,554,147
2965,10,Lease,2023-04-03,2177.59,481,2399
2966,49,Lease,2023-05-26,2366.8,358,1957
2967,48,Lease,2024-04-17,3922.33,157,1915
2968,12,Lease,2023-03-27,8067.85,835,827
2969,38,Lease,2023-01-15,9305.17,373,2307
2970,24,Sale,2023-10-23,17180472.5,572,2683
2971,44,Sale,2022-09-19,4139318.07,899,947
2972,2,Sale,2023-08-31,12909063.36,713,944
2973,40,Lease,2022-10-19,964.17,792,1062
2974,27,Lease,2024-08-03,6473.31,83,1564
2975,29,Lease,2023-07-21,8631.01,20,1095
2976,33,Lease,2024-03-08,7468.03,559,319
2977,20,Sale,2022-11-22,16715191.52,189,2454
2978,13,Sale,2024-01-31,2559426.77,397,1346
2979,45,Sale,2023-04-07,3267938.47,399,1831
2980,8,Lease,2024-05-16,6476.81,1000,2820
2981,26,Sale,2024-03-21,11467594.47,736,1515
2982,27,Lease,2022-11-11,4671.31,802,958
2983,43,Lease,2023-07-10,4632.67,195,1420
2984,41,Sale,2022-08-25,18228415.44,327,327
2985,28,Lease,2022-12-19,2774.89,107,2664
2986,37,Lease,2023-12-30,8255.42,292,311
2987,22,Sale,2022-10-25,5907477.75,942,2401
2988,43,Sale,2023-04-16,16800725.8,183,1758
2989,16,Lease,2023-08-30,6667.65,358,1581
2990,14,Sale,2022-11-21,14471937.33,259,506
2991,2,Lease,2023-03-27,7949.06,332,1359
2992,5,Sale,2024-07-29,2409507.15,953,2128
2993,39,Sale,2022-09-14,3730406.02,471,2129
2994,3,Sale,2024-02-09,10723702.34,18,605
2995,2,Lease,2023-01-25,8043.42,603,389
2996,13,Lease,2023-10-05,7000.56,358,1032
2997,13,Lease,2024-04-20,4514.61,594,625
2998,6,Lease,2022-10-27,856.52,662,591
2999,46,Lease,2024-02-20,4451.81,853,2943
3000,8,Lease,2023-04-23,6674.85,396,2201
3001,37,Lease,2023-12-17,7830.96,220,2333
3002,23,Lease,2023-05-24,1176.4,300,2819
3003,25,Sale,2024-01-25,9902328.67,213,191
3004,24,Lease,2023-10-19,3512.23,83,1575
3005,50,Lease,2022-10-28,9776.71,353,2110
3006,27,Lease,2022-11-28,864.4,712,1585
3007,2,Sale,2023-10-01,6403139.18,197,1173
3008,27,Sale,2024-07-13,19800706.63,240,1076
3009,9,Sale,2024-07-14,17815902.79,722,2855
3010,21,Sale,2023-08-01,7069859.51,258,943
3011,29,Lease,2023-01-07,2116.66,435,313
3012,19,Lease,2024-07-10,4032.6,409,378
3013,24,Lease,2024-07-04,1884.58,54,874
3014,20,Sale,2022-08-25,18531964.48,749,470
3015,15,Lease,2023-04-24,6962.52,693,2451
3016,48,Sale,2023-10-04,1473806.65,346,495
3017,33,Sale,2023-07-31,17992931.33,856,2758
3018,3,Lease,2023-01-09,2897.14,191,2930
3019,47,Sale,2024-06-19,19525217.44,624,2237
3020,24,Lease,2023-03-07,3011.29,548,1017
3021,50,Sale,2023-05-07,8951218.84,199,2023
3022,28,Sale,2022-08-22,14055272.08,761,1506
3023,33,Lease,2024-07-24,7912.69,92,2456
3024,34,Lease,2023-09-02,6803.14,291,1482
3025,43,Sale,2022-09-26,15554039.63,872,2690
3026,25,Sale,2023-12-20,12103604.02,77,203
3027,15,Lease,2023-09-20,819.19,141,2377
3028,50,Sale,2023-12-15,14270380.8,112,2292
3029,45,Sale,2023-08-16,6463819.5,105,1711
3030,9,Lease,2022-10-26,9068.28,916,1687
3031,5,Lease,2023-07-14,3843.23,981,1516
3032,8,Sale,2024-03-07,18797151.88,430,759
3033,20,Lease,2024-04-26,7123.12,890,472
3034,14,Sale,2023-09-14,15730804.62,208,439
3035,4,Sale,2024-06-18,7201410.07,887,2562
3036,13,Sale,2024-06-09,17443588.35,522,2623
3037,24,Sale,2022-10-15,6929341.35,729,2762
3038,39,Sale,2022-10-06,19948376.27,230,1406
3039,34,Lease,2023-06-23,7440.63,754,2875
3040,6,Sale,2023-10-30,12218020.88,420,1248
3041,44,Lease,2024-05-04,5483.38,796,1085
3042,12,Lease,2023-08-22,8249.23,254,1088
3043,8,Sale,2022-09-12,11816177.37,300,1438
3044,45,Lease,2024-01-22,4317.18,287,1633
3045,50,Sale,2023-05-08,17486038.07,574,1400
3046,33,Lease,2023-02-12,3109.02,374,2786
3047,31,Lease,2024-01-23,5461.59,318,2740
3048,2,Lease,2024-01-22,1954.98,218,2199
3049,4,Sale,2023-10-23,4526545.79,858,575
3050,11,Lease,2024-04-25,6795.47,996,2715
3051,12,Sale,2023-07-18,16246905.72,873,225
3052,18,Lease,2023-10-23,9850.69,964,2217
3053,19,Lease,2024-01-19,1846.8,674,444
3054,8,Sale,2023-09-20,2702510.8,263,1909
3055,25,Lease,2024-07-18,6649.57,939,526
3056,37,Sale,2023-02-21,1252230.52,607,909
3057,3,Sale,2022-08-08,17765431.64,74,699
3058,49,Sale,2023-02-18,16000707.73,34,2552
3059,40,Lease,2022-12-19,5706.24,976,338
3060,36,Lease,2024-05-03,6721.0,460,389
3061,34,Lease,2022-12-28,2673.01,476,120
3062,9,Lease,2023-03-24,9597.93,440,284
3063,28,Sale,2024-02-12,15130456.72,859,2784
3064,36,Sale,2024-05-03,14924728.67,639,2196
3065,6,Sale,2023-01-19,3663148.02,708,843
3066,7,Sale,2023-12-11,14738087.67,365,2354
3067,10,Lease,2023-06-07,1228.8,587,391
3068,48,Lease,2024-07-04,5379.76,951,1517
3069,24,Sale,2022-08-24,15590891.36,62,2930
3070,36,Lease,2024-07-29,3340.92,180,369
3071,32,Lease,2023-08-12,9447.24,88,2851
3072,33,Lease,2023-09-26,3368.36,71,2135
3073,42,Lease,2022-11-24,2768.44,774,2357
3074,9,Sale,2024-07-28,7092674.92,329,1894
3075,1,Sale,2023-02-03,18765146.44,509,280
3076,48,Sale,2022-12-12,2997549.25,803,422
3077,31,Lease,2022-09-10,3585.18,437,1779
3078,4,Sale,2024-02-21,2897696.31,762,2675
3079,28,Sale,2023-07-30,4014165.82,868,1958
3080,5,Lease,2024-07-14,2944.2,426,2373
3081,38,Sale,2024-02-09,19551818.17,313,1254
3082,18,Lease,2023-11-08,7606.61,963,445
3083,32,Lease,2023-09-04,2705.39,488,2941
3084,2,Lease,2023-06-15,7115.59,469,2391
3085,10,Sale,2023-09-20,14728261.67,994,383
3086,22,Lease,2024-06-30,2658.7,960,1027
3087,5,Lease,2023-09-03,4049.99,213,258
3088,29,Sale,2023-09-13,17266826.42,36,1395
3089,22,Sale,2023-10-04,11769220.81,23,1869
3090,22,Lease,2023-12-17,6924.51,400,2920
3091,44,Lease,2023-10-01,1864.51,146,2852
3092,14,Lease,2024-02-14,4247.6,775,2766
3093,31,Lease,2024-06-03,6900.78,234,745
3094,20,Lease,2023-09-14,5364.55,390,1
3095,4,Sale,2023-11-01,3598230.94,529,1011
3096,42,Sale,2023-03-11,6104999.47,712,172
3097,15,Sale,2023-10-15,1480929.75,360,594
3098,36,Sale,2022-10-17,3886049.25,723,335
3099,27,Lease,2022-08-05,1792.41,530,645
3100,5,Sale,2023-03-05,5535650.61,988,2708
3101,32,Sale,2022-09-14,8325289.43,583,2819
3102,47,Lease,2024-04-28,3167.07,220,1683
3103,16,Sale,2023-06-21,12838490.27,367,286
3104,12,Lease,2022-12-26,2845.78,837,1938
3105,44,Sale,2022-11-26,4105285.51,165,614
3106,34,Lease,2023-12-22,3420.5,645,494
3107,16,Lease,2023-06-05,9503.49,315,2272
3108,38,Sale,2023-07-25,6539955.31,766,310
3109,9,Lease,2023-04-10,3432.69,814,2080
3110,2,Lease,2023-09-30,3178.12,972,398
3111,9,Lease,2023-03-19,7476.1,492,617
3112,20,Lease,2023-07-16,916.34,585,2536
3113,36,Sale,2023-01-20,15342654.64,928,453
3114,38,Sale,2024-01-28,6600287.31,440,2672
3115,48,Sale,2023-01-16,6336937.97,632,1650
3116,2,Sale,2022-09-15,10298024.49,311,887
3117,2,Sale,2024-02-23,18156384.92,241,2458
3118,31,Lease,2024-03-23,1572.82,575,2881
3119,39,Sale,2024-05-21,13044615.82,343,987
3120,40,Sale,2023-02-22,11001986.9,746,878
3121,12,Lease,2022-10-27,5666.38,890,749
3122,13,Sale,2023-11-22,19110864.64,324,2729
3123,10,Sale,2024-02-29,7314963.11,997,1382
3124,48,Lease,2023-03-12,5901.47,474,1620
3125,26,Sale,2024-03-06,5038035.75,556,1788
3126,33,Lease,2023-03-11,4986.29,902,1510
