trend_id,house_id,date_recorded,price,trend_description
2489,477,2023-11-13,511687.84,higher than last month by $31855.98 (6.64%)
2490,660,2023-11-13,400841.26,same than last year
2491,859,2023-11-14,778137.28,lower than last year by $32194.2 (3.97%)
2492,877,2023-11-14,148647.08,higher than last month by $38235.87 (34.63%)
2493,571,2023-11-14,237764.24,same than last quarter
2494,419,2023-11-14,525107.21,lower than last quarter by $32035.67 (5.75%)
2495,327,2023-11-14,277066.17,same than 2 months ago
2496,527,2023-11-14,387085.8,higher than last quarter by $13020.57 (3.48%)
2497,690,2023-11-14,228297.47,lower than 2 months ago by $43995.24 (16.16%)
2498,481,2023-11-14,405676.29,lower than 2 months ago by $7577.44 (1.83%)
2499,383,2023-11-14,319794.73,lower than 6 months ago by $23877.31 (6.95%)
2500,48,2023-11-14,364236.88,same than 6 months ago
2501,157,2023-11-15,245408.17,lower than last year by $22341.13 (8.34%)
2502,194,2023-11-15,811858.45,same than last year
2503,591,2023-11-15,594579.07,higher than a year ago by $26877.2 (4.73%)
2504,122,2023-11-15,462788.58,lower than 6 months ago by $23378.7 (4.81%)
2505,952,2023-11-15,475021.36,same than 2 months ago
2506,543,2023-11-15,997008.43,higher than 2 months ago by $12051.4 (1.22%)
2507,436,2023-11-15,972513.37,same than 3 months ago
2508,579,2023-11-15,161153.35,same than 6 months ago
2509,440,2023-11-15,726291.9,lower than last month by $25134.46 (3.34%)
2510,13,2023-11-15,453649.9,same than last year
2511,608,2023-11-16,904515.02,lower than 3 months ago by $18379.76 (1.99%)
2512,713,2023-11-16,170583.75,higher than 2 months ago by $7402.55 (4.54%)
2513,961,2023-11-16,169029.7,lower than 2 months ago by $11774.25 (6.51%)
2514,25,2023-11-16,431037.85,higher than 2 months ago by $48701.52 (12.74%)
2515,273,2023-11-16,224537.24,lower than 2 months ago by $30627.07 (12.0%)
2516,895,2023-11-16,429289.82,lower than 6 months ago by $37202.47 (7.97%)
2517,381,2023-11-16,858034.84,lower than last year by $8471.22 (0.98%)
2518,633,2023-11-16,672488.52,lower than last quarter by $35553.19 (5.02%)
2519,616,2023-11-16,647462.27,same than last quarter
2520,647,2023-11-17,128238.07,same than 6 months ago
2521,656,2023-11-17,715319.7,higher than 3 months ago by $21779.4 (3.14%)
2522,408,2023-11-17,704853.73,higher than 2 months ago by $36664.34 (5.49%)
2523,136,2023-11-17,361289.58,lower than a year ago by $21748.2 (5.68%)
2524,620,2023-11-17,753853.73,lower than last year by $20543.46 (2.65%)
2525,462,2023-11-17,525455.19,lower than 6 months ago by $20504.16 (3.76%)
2526,840,2023-11-17,256439.13,lower than 3 months ago by $41246.37 (13.86%)
2527,784,2023-11-17,620976.31,higher than last month by $13959.25 (2.3%)
2528,242,2023-11-17,924586.8,higher than 3 months ago by $29332.62 (3.28%)
2529,273,2023-11-17,856041.06,higher than a year ago by $35821.97 (4.37%)
2530,725,2023-11-18,381432.88,same than 2 months ago
2531,846,2023-11-18,248979.97,lower than 6 months ago by $43634.41 (14.91%)
2532,654,2023-11-18,143857.58,higher than 2 months ago by $34538.6 (31.59%)
2533,86,2023-11-18,582683.58,higher than last month by $15334.49 (2.7%)
2534,117,2023-11-18,647747.52,same than 3 months ago
2535,317,2023-11-18,825813.51,same than last year
2536,597,2023-11-18,129464.35,lower than last month by $5931.1 (4.38%)
2537,581,2023-11-18,387255.75,same than 3 months ago
2538,226,2023-11-18,176744.24,higher than last quarter by $14644.9 (9.03%)
2539,274,2023-11-18,212436.16,lower than 3 months ago by $7631.1 (3.47%)
2540,296,2023-11-19,367452.88,same than a year ago
2541,290,2023-11-19,539718.54,lower than last year by $15082.6 (2.72%)
2542,597,2023-11-19,243786.8,higher than 3 months ago by $5409.25 (2.27%)
2543,631,2023-11-19,113951.07,higher than 2 months ago by $14775.23 (14.9%)
2544,961,2023-11-19,440261.92,higher than 2 months ago by $48922.9 (12.5%)
2545,757,2023-11-19,146646.62,lower than last year by $37041.59 (20.17%)
2546,966,2023-11-19,945967.45,lower than a year ago by $21391.36 (2.21%)
2547,718,2023-11-19,483176.45,higher than 2 months ago by $47514.07 (10.91%)
2548,785,2023-11-19,123116.74,same than 2 months ago
2549,175,2023-11-20,737282.05,lower than last year by $42932.43 (5.5%)
2550,692,2023-11-20,400681.82,higher than last year by $38000.99 (10.48%)
2551,423,2023-11-20,493444.27,lower than 3 months ago by $28595.51 (5.48%)
2552,383,2023-11-20,278285.42,higher than 6 months ago by $42437.81 (17.99%)
2553,538,2023-11-20,244149.99,higher than last quarter by $8552.09 (3.63%)
2554,190,2023-11-20,943789.61,lower than a year ago by $25856.57 (2.67%)
2555,614,2023-11-20,731507.63,higher than 2 months ago by $41386.91 (6.0%)
2556,602,2023-11-20,188416.11,higher than 2 months ago by $27150.63 (16.84%)
2557,569,2023-11-20,772070.02,higher than a year ago by $24292.29 (3.25%)
2558,638,2023-11-20,414846.78,higher than 3 months ago by $35453.98 (9.34%)
2559,302,2023-11-21,105627.6,higher than last quarter by $16076.51 (17.95%)
2560,173,2023-11-21,442454.7,lower than 6 months ago by $7003.66 (1.56%)
2561,304,2023-11-21,668317.19,same than 3 months ago
2562,289,2023-11-21,312403.56,higher than 3 months ago by $34012.22 (12.22%)
2563,768,2023-11-21,577443.55,lower than last month by $15641.95 (2.64%)
2564,185,2023-11-21,409845.58,higher than 3 months ago by $35492.14 (9.48%)
2565,122,2023-11-21,513903.27,same than 6 months ago
2566,836,2023-11-21,793871.27,same than 2 months ago
2567,131,2023-11-21,779328.49,higher than 2 months ago by $30637.72 (4.09%)
2568,61,2023-11-21,756335.2,lower than 3 months ago by $30093.21 (3.83%)
2569,924,2023-11-22,876783.08,higher than a year ago by $31845.06 (3.77%)
2570,831,2023-11-22,982762.54,higher than last month by $45283.35 (4.83%)
2571,832,2023-11-22,830099.79,lower than last month by $47872.42 (5.45%)
2572,987,2023-11-22,466310.24,same than last month
2573,895,2023-11-22,893385.2,higher than 2 months ago by $21567.71 (2.47%)
2574,212,2023-11-22,794628.03,same than 2 months ago
2575,473,2023-11-22,608780.4,lower than last quarter by $39463.77 (6.09%)
2576,213,2023-11-22,744971.52,higher than last month by $7943.83 (1.08%)
2577,524,2023-11-22,733105.19,same than last year
2578,890,2023-11-23,348974.62,higher than last year by $5107.78 (1.49%)
2579,747,2023-11-23,879495.94,same than 2 months ago
2580,124,2023-11-23,354650.86,same than 6 months ago
2581,24,2023-11-23,931444.94,same than last month
2582,305,2023-11-23,142273.23,same than 3 months ago
2583,700,2023-11-23,758550.32,lower than last year by $48588.37 (6.02%)
2584,512,2023-11-23,740908.68,same than 3 months ago
2585,261,2023-11-23,734408.3,same than 2 months ago
2586,672,2023-11-23,275535.8,higher than a year ago by $24781.02 (9.88%)
2587,611,2023-11-23,971686.95,same than 3 months ago
2588,305,2023-11-24,973839.0,higher than 2 months ago by $16480.7 (1.72%)
2589,672,2023-11-24,995956.57,higher than 3 months ago by $13002.15 (1.32%)
2590,372,2023-11-24,252153.98,lower than last quarter by $40371.57 (13.8%)
2591,801,2023-11-24,594343.46,higher than last quarter by $20205.58 (3.52%)
2592,960,2023-11-24,457976.32,lower than last year by $48419.8 (9.56%)
2593,298,2023-11-24,124977.57,higher than a year ago by $10950.34 (9.6%)
2594,959,2023-11-24,356216.47,lower than a year ago by $15875.74 (4.27%)
2595,667,2023-11-24,871090.04,higher than 3 months ago by $31280.4 (3.72%)
2596,768,2023-11-24,136973.09,lower than 2 months ago by $18804.74 (12.07%)
2597,835,2023-11-24,109929.55,same than 3 months ago
2598,49,2023-11-25,475706.16,lower than last month by $5914.61 (1.23%)
2599,937,2023-11-25,657694.13,same than 6 months ago
2600,591,2023-11-25,961810.93,higher than 6 months ago by $21400.56 (2.28%)
2601,194,2023-11-25,799328.89,higher than last year by $10567.74 (1.34%)
2602,640,2023-11-25,643020.76,lower than a year ago by $17254.55 (2.61%)
2603,952,2023-11-25,146503.72,higher than 2 months ago by $18360.72 (14.33%)
2604,709,2023-11-25,171341.82,same than 2 months ago
2605,37,2023-11-25,262725.38,higher than 6 months ago by $25922.9 (10.95%)
2606,518,2023-11-25,637092.57,higher than last month by $39818.0 (6.67%)
2607,690,2023-11-26,547726.05,lower than a year ago by $15960.89 (2.83%)
2608,111,2023-11-26,967278.44,higher than last quarter by $21249.08 (2.25%)
2609,406,2023-11-26,449113.05,same than last month
2610,514,2023-11-26,239363.03,lower than 2 months ago by $16129.22 (6.31%)
2611,124,2023-11-26,341891.6,higher than 6 months ago by $41173.01 (13.69%)
2612,867,2023-11-26,463068.73,same than 6 months ago
2613,725,2023-11-26,544393.36,same than last month
2614,901,2023-11-26,500113.95,higher than last month by $34535.59 (7.42%)
2615,22,2023-11-26,270818.25,higher than last year by $27884.31 (11.48%)
2616,991,2023-11-26,103757.52,lower than 6 months ago by $32699.34 (23.96%)
2617,168,2023-11-27,371402.8,lower than last year by $44463.58 (10.69%)
2618,300,2023-11-27,945123.18,lower than 2 months ago by $37318.8 (3.8%)
2619,360,2023-11-27,380520.72,higher than 3 months ago by $24281.73 (6.82%)
2620,705,2023-11-27,849387.26,same than 3 months ago
2621,3,2023-11-27,135555.96,lower than last month by $5625.56 (3.98%)
2622,314,2023-11-27,123385.5,higher than last month by $44875.37 (57.16%)
2623,337,2023-11-27,262400.63,same than last quarter
2624,867,2023-11-27,189504.04,higher than last year by $25336.47 (15.43%)
2625,838,2023-11-27,886639.46,lower than 3 months ago by $37265.38 (4.03%)
2626,297,2023-11-28,634062.1,higher than a year ago by $30485.95 (5.05%)
2627,160,2023-11-28,683993.43,lower than last year by $36273.55 (5.04%)
2628,686,2023-11-28,141327.18,higher than 3 months ago by $38019.7 (36.8%)
2629,483,2023-11-28,401269.61,higher than 2 months ago by $45797.2 (12.88%)
2630,484,2023-11-28,460703.46,same than 6 months ago
2631,125,2023-11-28,937426.45,higher than last month by $42882.91 (4.79%)
2632,876,2023-11-28,326740.56,lower than last quarter by $22930.92 (6.56%)
2633,798,2023-11-28,753031.03,same than 3 months ago
2634,179,2023-11-28,136201.4,same than 6 months ago
2635,682,2023-11-28,768751.02,higher than 2 months ago by $6773.27 (0.89%)
2636,724,2023-11-29,346636.2,same than 6 months ago
2637,904,2023-11-29,680876.34,same than 2 months ago
2638,192,2023-11-29,346216.77,lower than 3 months ago by $5353.87 (1.52%)
2639,804,2023-11-29,509329.77,higher than a year ago by $24970.48 (5.16%)
2640,636,2023-11-29,651420.88,higher than last quarter by $35209.07 (5.71%)
2641,699,2023-11-29,632690.94,higher than last month by $37653.62 (6.33%)
2642,832,2023-11-29,692457.47,lower than 2 months ago by $29932.04 (4.14%)
2643,537,2023-11-29,647504.18,higher than a year ago by $13397.58 (2.11%)
2644,283,2023-11-29,544596.64,same than a year ago
2645,30,2023-11-29,237540.4,same than 3 months ago
2646,448,2023-11-30,364844.45,lower than last month by $9881.87 (2.64%)
2647,25,2023-11-30,803903.5,lower than 3 months ago by $45146.21 (5.32%)
2648,588,2023-11-30,798003.46,higher than last year by $13741.51 (1.75%)
2649,823,2023-11-30,579282.87,same than 2 months ago
2650,112,2023-11-30,529934.19,lower than 2 months ago by $32166.21 (5.72%)
2651,232,2023-11-30,602109.86,higher than 3 months ago by $24337.9 (4.21%)
2652,571,2023-11-30,439047.55,lower than 3 months ago by $35301.92 (7.44%)
2653,722,2023-11-30,409797.11,lower than last quarter by $10701.58 (2.54%)
2654,213,2023-11-30,471735.69,lower than last year by $18638.64 (3.8%)
2655,262,2023-12-01,457058.56,lower than 6 months ago by $32791.68 (6.69%)
2656,215,2023-12-01,924709.86,higher than last year by $35400.39 (3.98%)
2657,921,2023-12-01,803598.94,same than 6 months ago
2658,906,2023-12-01,442109.01,same than a year ago
2659,918,2023-12-01,697273.44,higher than 6 months ago by $23862.56 (3.54%)
2660,960,2023-12-01,386479.62,higher than 2 months ago by $9923.95 (2.64%)
2661,492,2023-12-01,472983.4,lower than last year by $30668.89 (6.09%)
2662,448,2023-12-01,983575.26,lower than last quarter by $16595.47 (1.66%)
2663,823,2023-12-01,327025.57,higher than last quarter by $49066.85 (17.65%)
2664,110,2023-12-01,438368.07,same than last year
2665,721,2023-12-02,274533.2,higher than last quarter by $30722.39 (12.6%)
2666,475,2023-12-02,350845.57,same than a year ago
2667,598,2023-12-02,567616.93,lower than 3 months ago by $8162.14 (1.42%)
2668,313,2023-12-02,115590.88,higher than last quarter by $48298.74 (71.77%)
2669,151,2023-12-02,621118.35,higher than 2 months ago by $30686.5 (5.2%)
2670,787,2023-12-02,871612.66,lower than 6 months ago by $28604.06 (3.18%)
2671,229,2023-12-02,743741.53,same than last month
2672,790,2023-12-02,734282.89,higher than 6 months ago by $28266.75 (4.0%)
2673,938,2023-12-02,863770.75,same than a year ago
2674,601,2023-12-02,390154.5,same than a year ago
2675,117,2023-12-03,981789.48,lower than 6 months ago by $40951.93 (4.0%)
2676,329,2023-12-03,743878.33,higher than last month by $37092.83 (5.25%)
2677,803,2023-12-03,366967.67,same than a year ago
2678,808,2023-12-03,279651.08,higher than a year ago by $43292.92 (18.32%)
2679,938,2023-12-03,762413.71,same than 2 months ago
2680,519,2023-12-03,369148.26,same than last month
2681,726,2023-12-03,376681.36,higher than a year ago by $35170.01 (10.3%)
2682,621,2023-12-03,514343.61,same than 2 months ago
2683,50,2023-12-03,753886.05,higher than 6 months ago by $20104.76 (2.74%)
2684,397,2023-12-04,335655.9,lower than 6 months ago by $5655.4 (1.66%)
2685,827,2023-12-04,812983.07,same than 6 months ago
2686,830,2023-12-04,637520.28,lower than a year ago by $14282.41 (2.19%)
2687,745,2023-12-04,922546.27,higher than a year ago by $21463.77 (2.38%)
2688,987,2023-12-04,277630.22,higher than 2 months ago by $8724.12 (3.24%)
2689,720,2023-12-04,992751.46,higher than 3 months ago by $43043.99 (4.53%)
2690,189,2023-12-04,802649.74,lower than last year by $39380.8 (4.68%)
2691,217,2023-12-04,315051.49,same than last year
2692,93,2023-12-04,182555.98,higher than 2 months ago by $31812.0 (21.1%)
2693,673,2023-12-04,493880.41,lower than 2 months ago by $21926.71 (4.25%)
2694,102,2023-12-05,979907.57,lower than last year by $49266.61 (4.79%)
2695,840,2023-12-05,646126.15,same than 2 months ago
2696,7,2023-12-05,256111.22,lower than last quarter by $5036.85 (1.93%)
2697,641,2023-12-05,284782.72,lower than 6 months ago by $13638.3 (4.57%)
2698,844,2023-12-05,772234.35,same than a year ago
2699,17,2023-12-05,608520.12,lower than last month by $5416.77 (0.88%)
2700,813,2023-12-05,467869.03,higher than last year by $28390.97 (6.46%)
2701,953,2023-12-05,414217.61,higher than last quarter by $48550.39 (13.28%)
2702,468,2023-12-05,406257.33,higher than 2 months ago by $25815.0 (6.79%)
2703,537,2023-12-05,795063.87,lower than a year ago by $31662.29 (3.83%)
2704,880,2023-12-06,130060.81,same than last year
2705,176,2023-12-06,687169.25,higher than last year by $35115.1 (5.39%)
2706,537,2023-12-06,520771.16,lower than a year ago by $12657.4 (2.37%)
2707,445,2023-12-06,603240.14,same than 2 months ago
2708,439,2023-12-06,318020.12,same than 3 months ago
2709,794,2023-12-06,256045.31,lower than last quarter by $33526.99 (11.58%)
2710,543,2023-12-06,549725.56,lower than last year by $19972.58 (3.51%)
2711,140,2023-12-06,598135.13,lower than 6 months ago by $43933.94 (6.84%)
2712,597,2023-12-06,707532.98,same than last year
2713,240,2023-12-07,929274.62,higher than last quarter by $15208.86 (1.66%)
2714,777,2023-12-07,859884.73,higher than last quarter by $7174.2 (0.84%)
2715,942,2023-12-07,675787.9,lower than last quarter by $10354.78 (1.51%)
2716,431,2023-12-07,211267.23,lower than last year by $9082.83 (4.12%)
2717,340,2023-12-07,764577.92,lower than last quarter by $49950.66 (6.13%)
2718,621,2023-12-07,741475.06,lower than last month by $25588.72 (3.34%)
2719,365,2023-12-07,886048.1,same than last quarter
2720,867,2023-12-07,640864.24,lower than last year by $37012.7 (5.46%)
2721,722,2023-12-07,907413.68,same than a year ago
2722,256,2023-12-07,881427.9,higher than 2 months ago by $38791.31 (4.6%)
2723,349,2023-12-08,523695.0,same than last month
2724,378,2023-12-08,530057.23,lower than 3 months ago by $27519.54 (4.94%)
2725,567,2023-12-08,477923.8,same than 3 months ago
2726,108,2023-12-08,476059.5,lower than 2 months ago by $17374.15 (3.52%)
2727,281,2023-12-08,294280.57,higher than a year ago by $13725.71 (4.89%)
2728,609,2023-12-08,451896.54,same than 3 months ago
2729,355,2023-12-08,673533.19,lower than a year ago by $47680.52 (6.61%)
2730,43,2023-12-08,309989.51,higher than 6 months ago by $32515.07 (11.72%)
2731,836,2023-12-08,983903.37,same than 2 months ago
2732,374,2023-12-08,426207.05,lower than 3 months ago by $16404.94 (3.71%)
2733,279,2023-12-09,698319.32,same than 2 months ago
2734,968,2023-12-09,299890.51,higher than last quarter by $42648.53 (16.58%)
2735,365,2023-12-09,952991.59,same than 2 months ago
2736,100,2023-12-09,853755.81,lower than last quarter by $16285.81 (1.87%)
2737,208,2023-12-09,502135.37,higher than last quarter by $49093.16 (10.84%)
2738,560,2023-12-09,821235.72,same than a year ago
2739,121,2023-12-09,565291.59,lower than last year by $19589.11 (3.35%)
2740,701,2023-12-09,423947.08,higher than last year by $43136.08 (11.33%)
2741,377,2023-12-09,698818.47,higher than 3 months ago by $6668.33 (0.96%)
2742,378,2023-12-10,777023.74,lower than 6 months ago by $39449.43 (4.83%)
2743,179,2023-12-10,712262.52,same than 3 months ago
2744,248,2023-12-10,719912.97,same than 3 months ago
2745,670,2023-12-10,119464.28,same than last year
2746,368,2023-12-10,853284.19,same than last year
2747,225,2023-12-10,450010.28,lower than 3 months ago by $38109.46 (7.81%)
2748,891,2023-12-10,910836.41,same than 2 months ago
2749,240,2023-12-10,307846.03,same than last month
2750,364,2023-12-10,355473.01,lower than 3 months ago by $46695.5 (11.61%)
2751,715,2023-12-10,836280.76,lower than 6 months ago by $15522.46 (1.82%)
2752,854,2023-12-11,165849.77,same than a year ago
2753,780,2023-12-11,730801.98,same than last month
2754,349,2023-12-11,270166.87,same than a year ago
2755,781,2023-12-11,882728.41,same than 6 months ago
2756,547,2023-12-11,125355.54,lower than a year ago by $6324.0 (4.8%)
2757,704,2023-12-11,383027.78,lower than 2 months ago by $35316.64 (8.44%)
2758,852,2023-12-11,718884.88,higher than a year ago by $15259.47 (2.17%)
2759,49,2023-12-11,269976.73,lower than last year by $31992.21 (10.59%)
2760,555,2023-12-11,922679.51,lower than last year by $5642.07 (0.61%)
2761,318,2023-12-11,799726.39,lower than a year ago by $5965.93 (0.74%)
2762,388,2023-12-12,408792.74,higher than last month by $19168.1 (4.92%)
2763,964,2023-12-12,398145.03,higher than last year by $22863.2 (6.09%)
2764,960,2023-12-12,828685.07,lower than 6 months ago by $25998.82 (3.04%)
2765,80,2023-12-12,530424.27,lower than last year by $28878.52 (5.16%)
2766,128,2023-12-12,404642.59,higher than 3 months ago by $15399.08 (3.96%)
2767,420,2023-12-12,207053.18,lower than 6 months ago by $17592.95 (7.83%)
2768,894,2023-12-12,466537.52,lower than 6 months ago by $17459.31 (3.61%)
2769,163,2023-12-12,495695.44,lower than last month by $39958.04 (7.46%)
2770,725,2023-12-12,145796.19,higher than 6 months ago by $9001.52 (6.58%)
2771,727,2023-12-13,356093.69,lower than last year by $40758.68 (10.27%)
2772,658,2023-12-13,930906.19,same than 3 months ago
2773,163,2023-12-13,274393.06,same than last quarter
2774,426,2023-12-13,800187.64,higher than 2 months ago by $37012.27 (4.85%)
2775,548,2023-12-13,869282.23,same than last quarter
2776,503,2023-12-13,944081.11,lower than 6 months ago by $29219.83 (3.0%)
2777,759,2023-12-13,608304.2,higher than 2 months ago by $9682.1 (1.62%)
2778,646,2023-12-13,314738.16,lower than 3 months ago by $28055.83 (8.18%)
2779,120,2023-12-13,462022.39,same than last quarter
2780,318,2023-12-13,550463.24,same than a year ago
2781,556,2023-12-14,281736.37,higher than 3 months ago by $13439.36 (5.01%)
2782,677,2023-12-14,223441.68,higher than 6 months ago by $34797.61 (18.45%)
2783,917,2023-12-14,499376.48,lower than 6 months ago by $24299.31 (4.64%)
2784,299,2023-12-14,628260.56,same than last month
2785,720,2023-12-14,321524.14,same than 2 months ago
2786,256,2023-12-14,527699.5,lower than last month by $45411.82 (7.92%)
2787,150,2023-12-14,764546.99,higher than last month by $8268.22 (1.09%)
2788,338,2023-12-14,459356.15,same than last year
2789,566,2023-12-14,481646.49,same than a year ago
2790,293,2023-12-14,564958.0,same than last quarter
2791,416,2023-12-15,722557.96,higher than last quarter by $18930.58 (2.69%)
2792,630,2023-12-15,202046.5,same than last year
2793,946,2023-12-15,308848.78,lower than 3 months ago by $9341.58 (2.94%)
2794,371,2023-12-15,308342.07,lower than 3 months ago by $21153.27 (6.42%)
2795,931,2023-12-15,255858.81,lower than last month by $35510.6 (12.19%)
2796,557,2023-12-15,277428.12,higher than 2 months ago by $35705.55 (14.77%)
2797,551,2023-12-15,663282.92,lower than a year ago by $31903.06 (4.59%)
2798,507,2023-12-15,323534.92,same than last year
2799,399,2023-12-15,409552.32,higher than last month by $23640.84 (6.13%)
2800,133,2023-12-16,795928.87,same than a year ago
2801,862,2023-12-16,459882.9,higher than a year ago by $40829.24 (9.74%)
2802,591,2023-12-16,829819.26,same than last month
2803,964,2023-12-16,268053.42,higher than last quarter by $42432.55 (18.81%)
2804,540,2023-12-16,808179.16,lower than 2 months ago by $33782.0 (4.01%)
2805,204,2023-12-16,764537.58,same than last month
2806,984,2023-12-16,103894.44,same than last quarter
2807,775,2023-12-16,560161.87,lower than 6 months ago by $23291.21 (3.99%)
2808,22,2023-12-16,844748.85,lower than 6 months ago by $48669.1 (5.45%)
2809,323,2023-12-16,232857.88,lower than last quarter by $43707.57 (15.8%)
2810,325,2023-12-17,812180.78,lower than 6 months ago by $39625.81 (4.65%)
2811,170,2023-12-17,910683.29,same than 3 months ago
2812,780,2023-12-17,326558.18,same than 2 months ago
2813,995,2023-12-17,417972.54,lower than last quarter by $23157.54 (5.25%)
2814,772,2023-12-17,319710.4,lower than last quarter by $16937.82 (5.03%)
2815,630,2023-12-17,422170.84,higher than a year ago by $20478.24 (5.1%)
2816,472,2023-12-17,382026.24,same than 2 months ago
2817,868,2023-12-17,739093.93,lower than 2 months ago by $32681.14 (4.23%)
2818,437,2023-12-17,235274.45,same than last year
2819,674,2023-12-18,598509.76,higher than 3 months ago by $27018.3 (4.73%)
2820,752,2023-12-18,104139.85,same than last quarter
2821,829,2023-12-18,523578.11,same than 6 months ago
2822,893,2023-12-18,246298.3,lower than last quarter by $24939.48 (9.19%)
2823,28,2023-12-18,847853.27,same than last month
2824,319,2023-12-18,236430.36,same than 2 months ago
2825,34,2023-12-18,808560.71,higher than a year ago by $29519.66 (3.79%)
2826,642,2023-12-18,984020.21,same than last month
2827,889,2023-12-18,236291.49,higher than last month by $39337.66 (19.97%)
2828,365,2023-12-18,884360.51,same than last year
2829,622,2023-12-19,408205.38,lower than 2 months ago by $47736.92 (10.47%)
2830,121,2023-12-19,211334.68,same than last month
2831,706,2023-12-19,228334.39,same than last quarter
2832,223,2023-12-19,682999.72,higher than last quarter by $44766.86 (7.01%)
2833,766,2023-12-19,368262.07,higher than last month by $17196.48 (4.9%)
2834,145,2023-12-19,183248.88,same than 3 months ago
2835,353,2023-12-19,904323.26,higher than 6 months ago by $13771.54 (1.55%)
2836,282,2023-12-19,765482.19,same than 2 months ago
2837,114,2023-12-19,550939.89,higher than a year ago by $37657.5 (7.34%)
2838,383,2023-12-19,213979.0,same than 3 months ago
2839,221,2023-12-20,776440.27,higher than 3 months ago by $43778.05 (5.98%)
2840,53,2023-12-20,414053.03,higher than a year ago by $42089.31 (11.32%)
2841,721,2023-12-20,274491.54,same than last year
2842,347,2023-12-20,687042.38,same than a year ago
2843,97,2023-12-20,138319.39,higher than last month by $27489.46 (24.8%)
2844,347,2023-12-20,492456.51,lower than last quarter by $15501.85 (3.05%)
2845,124,2023-12-20,868840.56,lower than last year by $19123.18 (2.15%)
2846,524,2023-12-20,353310.71,lower than last month by $47357.41 (11.82%)
2847,548,2023-12-20,811473.2,lower than last month by $21674.49 (2.6%)
2848,695,2023-12-21,599070.8,same than last year
2849,40,2023-12-21,841135.19,lower than a year ago by $12823.24 (1.5%)
2850,473,2023-12-21,659348.22,higher than 6 months ago by $30079.07 (4.78%)
2851,587,2023-12-21,833112.21,same than 3 months ago
2852,897,2023-12-21,946096.43,higher than last year by $49243.83 (5.49%)
2853,557,2023-12-21,289475.17,same than a year ago
2854,88,2023-12-21,283768.58,higher than a year ago by $7376.68 (2.67%)
2855,159,2023-12-21,154490.98,higher than 3 months ago by $31491.87 (25.6%)
2856,363,2023-12-21,770644.61,lower than last year by $45730.54 (5.6%)
2857,71,2023-12-21,589578.14,lower than last quarter by $14328.6 (2.37%)
2858,803,2023-12-22,303104.71,lower than last quarter by $24871.63 (7.58%)
2859,301,2023-12-22,658863.08,lower than last year by $6608.89 (0.99%)
2860,334,2023-12-22,172299.42,lower than last month by $29087.5 (14.44%)
2861,415,2023-12-22,978634.78,lower than a year ago by $17500.95 (1.76%)
2862,636,2023-12-22,525483.43,higher than last quarter by $8654.54 (1.67%)
2863,872,2023-12-22,105457.33,same than 2 months ago
2864,421,2023-12-22,459152.62,same than a year ago
2865,266,2023-12-22,429599.06,higher than 2 months ago by $43670.21 (11.32%)
2866,7,2023-12-22,860275.32,higher than last month by $16895.12 (2.0%)
2867,621,2023-12-22,734386.79,higher than 6 months ago by $40143.98 (5.78%)
2868,423,2023-12-23,178232.04,same than 2 months ago
2869,354,2023-12-23,420405.15,lower than a year ago by $33885.66 (7.46%)
2870,588,2023-12-23,424195.76,lower than last quarter by $28319.87 (6.26%)
2871,841,2023-12-23,873823.66,higher than 2 months ago by $12754.2 (1.48%)
2872,55,2023-12-23,191312.72,lower than last month by $25641.55 (11.82%)
2873,63,2023-12-23,232579.66,lower than last quarter by $22256.1 (8.73%)
2874,669,2023-12-23,199389.15,lower than 3 months ago by $40022.5 (16.72%)
2875,335,2023-12-23,145071.27,higher than last quarter by $41674.04 (40.3%)
2876,987,2023-12-23,684449.04,higher than 2 months ago by $29184.08 (4.45%)
2877,203,2023-12-24,782868.3,higher than last year by $18341.42 (2.4%)
2878,490,2023-12-24,410415.1,lower than 2 months ago by $23903.91 (5.5%)
2879,284,2023-12-24,834081.49,higher than last month by $36760.62 (4.61%)
2880,7,2023-12-24,453771.48,lower than 3 months ago by $18416.32 (3.9%)
2881,294,2023-12-24,300853.46,lower than a year ago by $15607.78 (4.93%)
2882,559,2023-12-24,420165.12,lower than 6 months ago by $44575.29 (9.59%)
2883,48,2023-12-24,198634.75,lower than 6 months ago by $38787.51 (16.34%)
2884,669,2023-12-24,530746.53,lower than last year by $22508.4 (4.07%)
2885,545,2023-12-24,519843.07,higher than 2 months ago by $46262.71 (9.77%)
2886,386,2023-12-24,690110.55,same than last month
2887,826,2023-12-25,627810.34,same than 3 months ago
2888,657,2023-12-25,605217.66,same than a year ago
2889,67,2023-12-25,393047.84,lower than last year by $17231.16 (4.2%)
2890,350,2023-12-25,676250.01,same than 6 months ago
2891,298,2023-12-25,490790.04,lower than last month by $41255.25 (7.75%)
2892,687,2023-12-25,693349.12,lower than 3 months ago by $10914.17 (1.55%)
2893,524,2023-12-25,659434.25,lower than last month by $44777.76 (6.36%)
2894,700,2023-12-25,451496.96,higher than 3 months ago by $43410.28 (10.64%)
2895,571,2023-12-25,524723.92,same than last month
2896,164,2023-12-25,434758.78,higher than last year by $47171.52 (12.17%)
2897,401,2023-12-26,413212.8,same than last year
2898,959,2023-12-26,842852.26,higher than last quarter by $41620.97 (5.19%)
2899,100,2023-12-26,266378.76,same than last month
2900,817,2023-12-26,702120.94,higher than last year by $20789.63 (3.05%)
